Jornal,Link,metaforico,paragrafos_resgatados
Estadão,https://brasil.estadao.com.br/blogs/macaco-eletrico/a-esquizofrenia-do-posicionamento/,1,"['Vivemos, portanto, uma “esquizofrenia do posicionamento”: se correr, o bicho pega; se ficar, o bicho come!', 'Por isso, a melhor maneira de vencer a esquizofrenia do posicionamento é não embarcar nessa loucura.']"
Estadão,https://politica.estadao.com.br/blogs/fausto-macedo/a-grande-chance-reforma-eleitoral/,1,"['Começando pela propaganda, a verdade é que o Brasil tem o sistema mais regulado de campanha eleitoral do mundo. É algo esquizofrênico. No início da onda de restrições à propaganda, lá em 2006, estava a ideia de controlar gastos. Depois nós evoluímos com o teto de gastos, inclusive item a item, o que dispensaria a super regulamentação da propaganda. Mas não dispensamos. Definir o tamanho de adesivo para bicicleta, para citar um exemplo exótico da Lei Eleitoral, é uma vergonha. Temos que higienizar e desidratar a disciplina da propaganda eleitoral, dando mais espaço para os candidatos. Há bons estudos mostrando déficit de informação do eleitor em razão da hiper-regulamentação. Na essência, basta o teto de gastos.']"
Estadão,"https://esportes.estadao.com.br/noticias/futebol,com-time-misto-santos-leva-3-da-ponte-no-1-tempo-e-tropeca-de-novo-no-paulistao,70003684315",1,"['A formação um tanto esquizofrênica na formação santista trouxe custos quando a bola rolou. A duas laterais se tornaram duas ""avenidas"" para o ataque da Ponte. Aos 8, Moisés disparou pela esquerda e cruzou na área. O goleiro John Victor falhou e entregou nos pés de João Veras, que não perdoou.']"
Estadão,"https://opiniao.estadao.com.br/noticias/artigos-dos-leitores,forum-dos-leitores,70003685674",1,"['Preservar a Amazônia é simplesmente fundamental para o planeta. Contudo, nosso presidente não tem crédito com o governo de Joe Biden. Ainda ontem de braços com Donald Trump, sua governança oscilante aos ventos e suas dissimulações nada disfarçam. Diga-se o que se queira, mas o governo americano não se presta a “passa-moleques”. Daí a entrada em cena do nome mais respeitável na defesa climática, John Kerry. E as críticas dos democratas que dialogam com a natureza sobre o passado recente do presidente brasileiro. Sempre é possível mudar, mas a esquizofrenia em matéria política dissolve os ajustes\xa0na terra alagadiça da desconfiança.']"
Estadão,"https://opiniao.estadao.com.br/noticias/artigos-dos-leitores,forum-dos-leitores,70003681598",1,"['(13/4, A3) faz correta análise da deplorável conduta de Jair Bolsonaro, dono de linguagem “chula”, que seus seguidores “se esforçam para qualificar” como “autêntica”, já que ele fala o que “pensa”. Será que pensa? De fato, ninguém mais fica perplexo com suas “grosserias” e “obscenidades”. Como indicam as pesquisas, o justo “desprezo” leva à sua derrocada na preferência do eleitorado. Um presidente sem respeito à vida dos brasileiros, que zomba da pandemia, já com mais de 360 mil mortos, incapaz de reconhecer seus erros, autoritário, que se diverte afrontando a Nação, é constrangedor. Sem limites para suas excrescências, de fato nenhum outro “presidente digno no cargo” faria o que fez Bolsonaro ao pressionar o senador Jorge Kajuru para ampliar as investigações da CPI da covid, incluindo governadores e prefeitos, além de incentivá-lo a trabalhar pelo impeachment de ministros do STF. Esquizofrenia pura...']"
Estadão,"https://opiniao.estadao.com.br/noticias/espaco-aberto,aprendiz-de-feiticeiro,70003668660",1,"['A esquizofrenia se faz presente no governo: de um lado, caudatário do Centrão, entrega a Secretaria de Governo para inexpressiva deputada gerenciar emendas e cargos; de outro, temeroso da ingerência do Centrão, reforça com amigos a linha repressiva: delegado ligado à bancada da bala no Ministério da Justiça, o disciplinado André Mendonça na AGU e Braga Netto na Defesa. Com tal time e a possível mobilização de polícias militares pelo governo federal, concretiza-se o risco de caminho antidemocrático.']"
Estadão,https://politica.estadao.com.br/blogs/fausto-macedo/o-terceiro-setor-e-a-necessidade-de-marcas-com-proposito/,1,['Muitos departamentos de marketing lançavam uma infinidade de produtos de forma quase esquizofrênica e investiam verbas em influenciadores simplesmente sem qualquer histórico ou análise de conteúdo mais profundo.']
Estadão,"https://opiniao.estadao.com.br/noticias/artigos-dos-leitores,forum-dos-leitores,70003662371",1,"['(27/3, A2). Não temos uma instituição em crise, estão todas em coma, sem falar no drama pandêmico: culturais, educacionais, de Justiça, políticas, etc. O governo não estrutura bases sólidas para funcionamento do Estado brasileiro, recompondo seus fundamentos. Este, sob o governo Bolsonaro, é a versão do “Estado inimigo”, além disso, inepto, arranhado diariamente, confuso, sem um centro democrático firme, fragmentado, portanto, esquizofrênico. Efetivamente, não será nada fácil sairmos do lodo que atola o povo até os cabelos, consequência do vírus político.']"
Estadão,"https://cultura.estadao.com.br/noticias/literatura,em-novo-livro-simon-schwartzman-articula-memorias-e-busca-novos-caminhos-para-o-brasil,70003644612",1,"['""Durante meus dois anos\xa0em Berkeley, não\xa0conheci um\xa0americano sequer que pertencesse ao Partido Republicano.\xa0Mas Ronald Reagan foi eleito governador da Califórnia em 1967,\xa0e é dele a assinatura que tenho em meu diploma de doutorado,\xa0como presidente do Conselho de Regentes da Universidade. Em\xa01968, acompanhei pela televisão, horrorizado, as notícias sobre os\xa0assassinatos de Martin Luther King e Robert Kennedy (...). No fim de 1968, estava tudo pronto para voltarmos ao Brasil,\xa0onde eu deveria me integrar ao Departamento de Ciência Política\xa0da UFMG e redigir minha tese. Foi quando o governo brasileiro\xa0decretou o AI-5, interrompendo o que parecia ser um processo\xa0de melhora do clima político no Brasil. A repressão recrudesceu\xa0e fiquei sem saber o que fazer. Apter sugeriu que eu permanecesse por mais tempo em Berkeley, mas Carmen e eu acabamos\xa0tomando uma decisão esquizofrênica: despachamos o contêiner\xa0com nossa mudança para Buenos Aires e tomamos o avião para\xa0o Brasil, a caminho de Belo Horizonte, com Michel, nosso filho\xa0recém-nascido, no colo.”']"
Estadão,"https://opiniao.estadao.com.br/noticias/artigos-dos-leitores,forum-dos-leitores,70003639722",1,"['Os assustadores acontecimentos que estamos tendo neste momento de pandemia, agravados pela postura impressionantemente esquizofrênica de nossa maior liderança governamental, estão nos transformando em um pária mundial. Como efeito disso, a nossa economia já está começando a sofrer, não podemos imaginar aonde vai chegar. Exigimos que nossas legítimas lideranças tomem consciência dessa trágica realidade e procurem intervir nesse processo degenerativo, no sentido de evitar um caos, que não podemos imaginar.']"
Estadão,"https://opiniao.estadao.com.br/noticias/artigos-dos-leitores,forum-dos-leitores,70003638963",1,"['Para frustração deste desumano e inconsequente Jair Bolsonaro, o governo do Estado de São Paulo, mesmo em meio a essa pandemia de covid-19, demonstrou eficiência, cortou gastos, fez uma dura reforma fiscal, e como prêmio conseguiu um PIB positivo de 0,4%, nesse difícil ano de 2020. E o governador João Doria, graças à parceria que fez com a chinesa Sinovac e o Instituto Butatan, conseguiu\xa0 a vacina Coronavac,\xa0 que atende 90%\xa0 dos vacinados no Brasil. Uma façanha!\xa0\xa0 Se fosse um país, São Paulo seria o 4º com crescimento econômico no mundo. Em primeiro foi Taiwan, 3,1%; depois a China, com 2%; e Turquia, com 1,6%. O Brasil, de Bolsonaro teve queda de 4,1%. Porém, se não tivéssemos um presidente\xa0 que só promove indignação, que não se preocupa com o nosso desenvolvimento econômico e social, certamente o tombo do PIB, em 2020, teria sido menor. E os números não mentem. Quando Jair Bolsonaro assumiu o poder, o Brasil era a 9ª economia do mundo. E hoje, com o País, mal administrado, caiu para 12ª economia. E a renda per capita, que ruiu 4,8%, é medíocre, passando para R$ 35.172,00, ou US$ 6,4 mil. Enquanto a Coreia do Sul, que ultrapassou o nosso país, tem um PIB per capita de US$ 31,5 mil, ou R$ 173 mil.\xa0 Ora, Bolsonaro\xa0 só quer confronto, não sabe dialogar com a Nação. Despreza a ciência, essa pandemia e, sem escrúpulos algum, não tem sentimento para salvar vidas. Nem foi capaz de comparar vacinas antecipadamente, o\xa0 que poderia ter evitado milhares de óbitos, que já chegaram a mais de 260 mil. Porém, perdido e sem rumo, e com sinais de esquizofrenia,\xa0\xa0 ainda prefere\xa0 chamar\xa0\xa0 o povo brasileiro de “marica”,\xa0 “idiota”, ou que precisa parar com essa\xa0 frescura de pedir vacinas,\xa0 sugerindo que peça para “sua mãe comprar”... Precisamos, urgentemente, parar esse cara!']"
Estadão,https://cultura.estadao.com.br/blogs/p-de-pop/rodrigo-areias-nos-mares-do-cinema-portugues/,1,"['Iríamos fazer agora um filme de época grande que se chama “The Worst Man in London”… “O Pior Homem de Londres”, mas esse foi adiado. É a história de um português, chamado Carlos Augusto, que, dentro da Londres vitoriana, foi um personagem muito importante na esfera artística do século XVIII. Antecipei outro filme, que é outra adaptação de Raul Brandão: “A Pedra à Espera da Flor”. É feito a partir de uma adaptação de “A Morte do Palhaço” e de várias obras do Raul Brandão. Nosso filme em produção agora é o trabalho mais recente do Edgar Pêra, chamado “Não Sou Nada”. É um filme que se dentro da cabeça de Fernando Pessoa, sobre a luta e o embate dos homens pelo domínio da obra de Fernando Pessoa. Será um filme esquizofrênico, baseado nos últimos estudos sobre o Fernando. Eu diria que talvez seja para o início do próximo ano.']"
Estadão,"https://politica.estadao.com.br/noticias/geral,engodo-liberal,70003624722",1,"[', como o coronel Hugo Chávez na Venezuela, e alertou para a esquizofrenia da campanha bolsonarista: um candidato estatizante e corporativista escudando-se num “Posto Ipiranga” privatizante e reformista. Sua aposta: o “mitômano” Guedes não ia mandar nada. Afinal, “quem tem a caneta manda”.']"
Estadão,https://politica.estadao.com.br/blogs/fausto-macedo/esquizocovidfrenia/,1,"['é um transtorno psíquico assemelhado à esquizofrenia, mas com peculiaridades que a tornam única: vírus, máscaras, cloroquina, quarentena, aglomerações, vacinas, óbitos. A exemplo da esquizofrenia, também provoca a perda de contato com a realidade, tornando impossível distinguir o real da imaginação ou alucinação, como ouvir vozes ou até ver pessoas ou objetos que não existem de fato.']"
Estadão,https://politica.estadao.com.br/blogs/coluna-do-estadao/pazuello-segue-rotina-de-acumular-reveses/,1,"['“Esquizofrenia do governo: pressão para não aprovar; agora, para liberar. Questão técnica de saúde não se resolve assim”,']"
Estadão,https://politica.estadao.com.br/blogs/fausto-macedo/covid-trabalho-e-necessaria-acao-para-a-retomada-economica-do-pais/,1,"['Os números da pandemia provocada pela Covid-19 crescem e estamos chegando ao absurdo número de quase 1.500 mortes por dia, o que facilmente dobrará em razão da inadequação de políticas públicas e ausência plena e incontestável de gerenciamento da crise por aqueles que elegemos. Segue o Brasil quebrando seus recordes de inanição intelectual governamental numa infindável espécie de esquizofrenia narcisista (nova modalidade instalada), onde o monstro se vê belo no espelho e se sente perseguido por todos, mesmo que a perseguição transite apenas na sua mente sombria pelo fato dele mesmo ser desprovido de qualquer valor digno de nota.']"
Estadão,https://politica.estadao.com.br/blogs/fausto-macedo/o-ambiente-de-negocios-atual-e-pos-covid-19/,1,"['Verdade que existe uma certa esquizofrenia nessa visão mais ampla, já que muitas empresas sucumbiram à crise ou ficaram debilitadas a ponto de não conseguirem sequer identificar qualquer movimento mais virtuoso em termos de investimento ou crédito. Verdade também que existe um volume gigantesco de débitos, dívidas e contingências tributárias à espera de um novo Refis, dessa vez com muito mais razão de ser do que nos programas de parcelamento mais recentes.']"
Estadão,"https://opiniao.estadao.com.br/noticias/artigos-dos-leitores,forum-dos-leitores,70003594972",1,"['(26/1, A5), que os 29 magistrados do Tribunal de Justiça de Mato Grosso do Sul (TJ/MS) receberam em média R$ 268,2 mil em dezembro passado. Que o Dr. Carlos Eduardo Contar, ao assumir a presidência do tribunal e também o seu caráter negacionista, pediu o “fim da esquizofrenia e palhaçada midiática fúnebre”, além de cometer plágios diversos como classificar de irresponsável, covarde e picareta “o fique em casa”; os crentes na ciência e entidades de saúde “(...) como rebanho indo para o matadouro”; a pandemia como “histeria coletiva, mentira global”; “louvor ao morticínio”, condenando a “inadmissível violação de direitos e garantias individuais”, além do “combate indiscriminado e leviano a medicamentos (...)”. A profusão de ideias dá a justa medida do tipo de justiça a que estão submetidos os sul mato-grossenses e, caso seja “terrivelmente evangélico”, o nobre magistrado é candidato imbatível à próxima vaga no STF, tornando infrutífero o esmero da atuação do dr. Augusto Aras na PGR. Adicionalmente, sua Excia. deveria registrar em cartório que dispensa qualquer auxílio público, incluído o SUS, para eventual tratamento contra a covid-19, dado o montante dos emolumentos já auferidos.']"
Estadão,"https://politica.estadao.com.br/noticias/geral,maricas-covardes-picaretas,70003594104",1,"['Ao assumir ontem a presidência do Tribunal de Justiça (TJ) de Mato Grosso do Sul, o desembargador Carlos Eduardo Contar pediu “o fim da esquizofrenia e palhaçada midiática fúnebre” e propôs que “desprezemos o irresponsável, o covarde e picareta da ocasião que afirma “fiquem em casa’”. Para Bolsonaro, o cidadão que se cuida e cuida do outro na pandemia é “maricas”. Para Contar, é “irresponsável, covarde e picareta”.']"
Estadão,"https://cultura.estadao.com.br/noticias/geral,uma-vacina-contra-privilegios,70003586819",1,"['Contra elas, usamos as teias invisíveis da casa. O resultado é uma óbvia esquizofrenia (semente de corrupção, nepotismo e despotismo); e uma ambiguidade que cobra o seu alto preço contrariando os valores democráticos da vida pública.']"
Estadão,"https://alias.estadao.com.br/noticias/geral,livro-de-linguista-francesa-decifra-dialeto-particular-de-trump,70003575127",1,"['Roland Barthes, em famoso ensaio de 1968, chegou a comparar o discurso que elimina o referente ao discurso esquizofrênico. Na época de Barthes, a internet sequer existia, mas, analisando a fala de Trump, certamente ele teria mais argumentos para insistir na comparação ou, ao menos, nos lançaria alguma piscadela do seu túmulo. O único elemento recorrente que o auditório de Trump sempre encontrará, seja qual for o assunto abordado pelo presidente americano, seja qual for o contexto e o pretexto da intervenção, será… ele mesmo. Em resumo: ele é o seu próprio referente. Em outras palavras, a única realidade é aquela que sai da sua boca e quem quer que diga o contrário está mentindo, especialmente a mídia, que ele corporifica particularmente no']"
Estadão,https://educacao.estadao.com.br/blogs/colegio-faap/um-ano-que-nao-terminou-desafios-potencializados/,1,"['nunca assistimos evidências ser tanto ignoradas, na negação dos mais elementares princípios consagrados da ciência, da higiene elementar, do convívio humano civilizado, nos dando a sensação de que o bom senso e a racionalidade se tornaram apanágio de dissidentes esquizofrênicos.']"
Estadão,https://viagem.estadao.com.br/blogs/viagens-plasticas/viagens-sao-maquinas-de-fazer-pensar/,1,"['Conto uma experiencia: me incomodava saber que pessoas atravessavam Oceanos gastando nota preta só para comer em restaurantes estrelados. Bem, até o dia que fui convidado para reportar gourmands num desses paraísos gastronômicos. A biografia de um país passa também por sua culinária, que seja, ou não, pelo gosto esquizofrênico de alguns alimentos e bebidas. No meio daquelas delícias que me fizeram entender esse rico universo – e que universo, meu Deus! – de sabores, me sentencio e sem titubear: esses restaurantes valem cada euro. Hoje, uma simples empadinha com cerveja quente num boteco, já me traz nova experiência cultural do lugar.']"
Estadão,"https://opiniao.estadao.com.br/noticias/notas-e-informacoes,um-governo-dividido-contra-si-mesmo,70003566044",1,"['No apagar das luzes do ano legislativo, houve alvoroço entre governo e deputados na votação da Proposta de Emenda Constitucional (PEC) 319/17 que aumenta os repasses da União a prefeitos via Fundo de Participação dos Municípios (FPM). O objeto da deliberação ilustra a necessidade de reajustes no pacto federativo. Mas a maneira como ela foi conduzida mostra o quanto necessidades como essa podem ser desvirtuadas em moeda de troca no jogo político, eclipsando o interesse público. Ademais, expõe a esquizofrenia do Planalto.']"
Estadão,"https://opiniao.estadao.com.br/noticias/artigos-dos-leitores,forum-dos-leitores,70003555954",1,"['Desmoralizado pela falta de respeito pela ciência e por salvar vidas no enfrentamento da pandemia, o Planalto recorreu até ao Zé Gotinha para apresentar o atrasadíssimo Plano Nacional de Imunização contra a covid-19. Em respeito ao protocolo, Zé Gotinha evitou estender na cerimônia a mão a Jair Bolsonaro.\xa0 Mas o evento no Planalto não passou de um show de horrores. Incompetente, o governo nem sequer ainda comprou doses de vacina suficientes para pelo menos iniciar a imunização de pessoas numa primeira fase, como já ocorre nos EUA, no Canadá, na Rússia, no Reino Unido, na China, etc. O Estado de São Paulo, precavido, já tem 6 milhões de doses da vacina chinesa Coronavac e começa a produzi-la no Instituto Butantan num ritmo que chegará dentro de semanas a 1 milhão de doses desta vacina por dia, e também anunciou que vai iniciar a imunização de 9 milhões de pessoas em 25 de janeiro de 2021. O Planalto, porém, por esquizofrênicos problemas políticos, só agora, neste plano anunciado na quarta-feira, incluiu a vacina chinesa da Sinovac, que tem parceria com o Instituto Butantan, nos imunizantes que pretende comprar. Sem provar nada, o governo federal diz já ter negociado 350 milhões de doses de vários laboratórios. Esse é o perfil da gestão de Jair Bolsonaro, presidente que já chamou este vírus de “gripezinha”, disse “e daí?” para as mortes e chamou o povo brasileiro de “maricas”, pelo medo do coronavírus. Por fim, ainda nesta semana o irresponsável presidente disse que não vai tomar a vacina. Bolsonaro subestima a nossa inteligência.']"
Estadão,https://politica.estadao.com.br/blogs/fausto-macedo/a-vacinacao-enquanto-dever-do-estado-e-do-cidadao/,1,"['Infelizmente, no Brasil, de forma esquizofrênica e com irresponsabilidade legal, o Estado hesita e titubeia em introduzir, com urgência inadiável, a vacinação em massa capaz de deter a onda de mortes e por consequência permitir o retorno da nação ao seu estado de convívio, trabalho e desenvolvimento.']"
Estadão,https://politica.estadao.com.br/blogs/fausto-macedo/impunidade-em-massa-mas-em-compensacao-soltura-o-mais-rapido-possivel/,1,"['Em compensação, de forma esquizofrênica, prega-se a maior mentira nacional acerca do superencarceramento, como se a sociedade já sofrida tivesse culpa ou como se os que lá estão são inocentes ou que lá ficassem por muito tempo, como se não fosse necessário redistribuir melhor os presos, bem como construírem-se vagas.']"
Estadão,"https://politica.estadao.com.br/noticias/geral,bolsonaro-exalta-olavo-e-diz-esperar-que-rusgas-com-militares-sejam-pagina-virada,70002818816",1,"['(PDT), candidato derrotado à Presidência, e disse que Santos Cruz ""fofoca e difama pelas costas"". O ministro retrucou e, em entrevista, chamou Olavo de ""um desocupado esquizofrênico"".']"
Estadão,"https://opiniao.estadao.com.br/noticias/geral,forum-dos-leitores,70002782243",1,"['Aparentemente, nossa Constituição de 1988 foi desenhada para regular um governo com desenho parlamentarista. Mas o plebiscito em 1993 ratificou o presidencialismo. Na Constituição foram criadas diversas obrigações sem especificar a origem dos fundos que as suportariam. Sem falar na facilidade para criar partidos – existem 35 e há mais 73 em processo de formação. Entretanto, como vivemos um sistema presidencialista, quem executa o Orçamento, apesar de estar praticamente todo direcionando, é o Executivo. E, atualmente, a margem de manobra diminuiu: a rigidez será de 97%, pelas últimas estimativas depois da nova Proposta de Emenda Constitucional (PEC). A enorme pressão do Legislativo para a nomeação de cargos existe porque parlamentares querem ter o poder de executar o Orçamento. Se estivéssemos num sistema parlamentarista, os nobres parlamentares precisariam formar uma maioria, criar o governo e nomear os executivos para executar o Orçamento aprovado. Como isso não é viável nem em médio prazo, vivemos esta esquizofrênica tensão entre o Legislativo e o Executivo. Uma relação de amor e ódio. Em minha opinião, a proposta da atual administração de desamarrar o Orçamento é boa, mas não creio que o Parlamento vá querer essa responsabilidade. Outra situação anacrônica é o fato de a Lei de Responsabilidade Fiscal atingir só cargos executivos; deveria ser para toda a administração, o que só conseguiremos com uma outra ação popular. Enquanto não desarmarmos esta armadilha constitucional, não teremos possibilidade de uma administração séria.']"
Estadão,"https://opiniao.estadao.com.br/noticias/geral,forum-dos-leitores,70002773966",1,"['A ida inesperada do presidente Jair Bolsonaro ao cinema, acompanhado de sua esposa, Michelle, em meio a uma agenda de trabalho e em plena crise política, lembra bem um filme brasileiro de 1969, cujo título diz tudo: “Matou a Família e foi ao Cinema”. Obviamente, o protagonista desse filme é um psicopata. Mal comparando, e considerando que o presidente não seja um psicopata, tamanho despojamento denota um desejo de Bolsonaro de transmitir ares de relaxamento e normalidade ao País, sobretudo à base popular que ele ainda acredita ter. Entretanto, à medida que a crise entre ele e o Congresso se avoluma e a reforma da Previdência se encontra cada vez mais ameaçada, chegará o momento em que não haverá mais cinema capaz de acalmar nem o País, tampouco a base. Insistir nesta estratégia, isso, sim, despertará suspeitas de algum tipo de esquizofrenia presidencial em curso.']"
Estadão,"https://economia.estadao.com.br/noticias/geral,toffoli-alerta-guedes-sobre-judicializacao-de-reformas-e-fala-em-apaziguar-atritos,70002772461",1,"['De acordo com ele, há 1 trilhão de processos sobre tributação pendentes no Judiciário, quadro que ele classificou como ""esquizofrenia"". ""Eu disse para o']"
Estadão,https://politica.estadao.com.br/blogs/fausto-macedo/ao-arbitrio-do-supremo/,1,"['Além, disso, em um segundo olhar, ofendida está a regra da inércia da jurisdição, pilar do controle do arbítrio do Poder Judiciário. Aquele que julga não pode investigar e acusar, assim como aquele que acusa e investiga não pode julgar. O que está acontecendo aqui é uma esquizofrenia institucional em que o ministro do Supremo se arvora investigador e determina medidas coercitivas contra cidadãos, ato iminentemente jurisdicional.']"
Estadão,"https://esportefera.com.br/noticias/futebol,de-novo-santos-e-alvo-de-zoacoes-apos-sofrer-mais-uma-goleada,70002762994",1,['Um dado esquizofrênico: Santos tomou 13 gols em 12 jogos. NENHUM em clássicos e 9 somadas as partidas contra Ituano e Botafogo. — Miro Neto (@valdomiro_neto)']
Estadão,https://economia.estadao.com.br/blogs/fernando-dantas/livre-comercio-funciona-mas-nao-convence/,1,"['No Brasil, um dos países mais fechados do mundo em termos da relação entre a corrente de comércio e o PIB, vive-se plenamente a esquizofrenia entre o discurso pró-livre mercado da corrente central de economistas e o forte e estruturado apoio político ao protecionismo.']"
