jornal,coluna,data,titulo,link,metaforico,paragrafos_resgatados,paragrafos_tratados_sw
Folha de S. Paulo,Ciência,2001-02-14,Roche e deCODE anunciam avanços na pesquisa sobre esquizofrenia,https://www1.folha.uol.com.br/folha/ciencia/ult306u2546.shtml?origin=folha,0,"['Folha Online - Ciência - Roche e deCODE anunciam avanços na pesquisa sobre esquizofrenia - 14/02/2001 11h22', 'Os grupos suíço Roche e islandês deCODE anunciaram hoje um ""importante avanço"" na pesquisa sobre esquizofrenia e doenças arteriais.']","['folha online ciência roche decode anunciam avanços pesquisa esquizofrenia', 'grupos suíço roche islandês decode anunciaram hoje importante avanço pesquisa esquizofrenia doenças arteriais']"
Folha de S. Paulo,Ilustrada,2001-02-17,"""Qorpo Santo"": Livro desencava bobagens do autor",https://www1.folha.uol.com.br/folha/ilustrada/ult90u10685.shtml?origin=folha,0,"['Não é um caso de patologia clínica, como disseram, mas fenômeno de patologia literária. Na história da esquizofrenia, já tivemos escritores e pintores geniais. Não é o caso de Qorpo Santo.']",['caso patologia clínica disseram fenômeno patologia literária história esquizofrenia escritores pintores geniais caso qorpo santo']
Folha de S. Paulo,Folhateen,2001-02-19,"""Nóia"" persegue jovens há dez anos",https://www1.folha.uol.com.br/fsp/folhatee/fm1902200116.htm,0,"['Enquanto a ""nóia"" é muito comum entre adolescentes, a paranóia é uma doença rara entre jovens e está normalmente relacionada à esquizofrenia -distúrbio mental que atinge 1% da população adulta mundial- e ao uso de drogas como cocaína, crack e maconha.', 'Segundo o coordenador do Projesq (Projeto Esquizofrenia) do Instituto de Psiquiatria do HC, Hélio Elkis, o que existe na adolescência são ""idéias paranóides"" -a mais frequente é a sensação de perseguição contínua.']","['nóia comum adolescentes paranóia doença rara jovens normalmente relacionada esquizofrenia mental atinge população adulta uso drogas cocaína crack maconha', 'coordenador projesq projeto esquizofrenia instituto psiquiatria hc hélio elkis existe adolescência idéias paranóides frequente sensação perseguição contínua']"
Folha de S. Paulo,Folhateen,2001-02-19,"O PERFIL DA ""NÓIA""",https://www1.folha.uol.com.br/fsp/folhatee/fm1902200117.htm,0,"['A paranóia está normalmente relacionada à esquizofrenia, uma doença rara entre adolescentes']",['paranóia normalmente relacionada esquizofrenia doença rara adolescentes']
Folha de S. Paulo,Ciência,2001-02-22,Computador detecta sinais precoces de esquizofrenia,https://www1.folha.uol.com.br/folha/ciencia/ult306u2709.shtml?origin=folha,0,"['Folha Online - Ciência - Computador detecta sinais precoces de esquizofrenia - 22/02/2001 13h20', 'Pesquisadores canadenses desenvolveram um exame de computador para diagnosticar esquizofrenia antes que apareçam os sintomas da doença, informa reportagem na última edição da revista ""New Scientist"".', '""Um dos grandes desafios na esquizofrenia é o diagnóstico. A doença pode levar vários anos para se tornar clara"", disse o especialista à revista semanal.', 'O exame procura no fluxo sanguíneo de certas áreas do cérebro as características específicas dos esquizofrênicos. Determinadas regiões cerebrais sofrem alterações em pessoas com a doença.', 'O diagnóstico precoce e o tratamento da esquizofrenia podem melhorar o prognóstico dos pacientes com a enfermidade, forma mais comum de doença mental grave.', 'A causa da esquizofrenia não é conhecida, mas os cientistas sabem que afeta substâncias químicas no cérebro e que há uma associação biológica que predispõe uma pessoa à doença.']","['folha online ciência computador detecta sinais precoces esquizofrenia', 'pesquisadores canadenses desenvolveram exame computador diagnosticar esquizofrenia apareçam sintomas doença informa reportagem última edição revista new scientist', 'desafios esquizofrenia diagnóstico doença levar anos tornar clara disse especialista revista semanal', 'exame procura fluxo sanguíneo certas áreas cérebro características específicas esquizofrênicos determinadas regiões cerebrais sofrem alterações pessoas doença', 'diagnóstico precoce tratamento esquizofrenia melhorar prognóstico pacientes enfermidade comum doença mental grave', 'causa esquizofrenia cientistas sabem afeta substâncias químicas cérebro há associação biológica predispõe pessoa doença']"
Folha de S. Paulo,Ciência,2001-03-14,Alucinógeno pode tratar doença mental,https://www1.folha.uol.com.br/fsp/ciencia/fe1403200101.htm,0,"['""Queremos saber se a psilocibina pode mesmo reduzir sintomas e, caso possa, quanto uma pessoa precisa tomar"", disse Moreno. Na Universidade de Zurique, Suíça (país onde foi inventado o LSD), Franz Vollenweider tem permissão do governo para explorar alucinógenos no tratamento da esquizofrenia. ""Estamos interessados na natureza da consciência de si próprio que guia o comportamento humano"", disse.']",['queremos psilocibina reduzir sintomas caso possa pessoa precisa tomar disse moreno universidade zurique suíça país inventado lsd franz vollenweider permissão governo explorar alucinógenos tratamento esquizofrenia estamos interessados natureza consciência si guia comportamento humano disse']
Folha de S. Paulo,Ciência,2001-03-20,Cientistas alemães descobrem gene da esquizofrenia,https://www1.folha.uol.com.br/folha/ciencia/ult306u3019.shtml?origin=folha,0,"['Folha Online - Ciência - Cientistas alemães descobrem gene da esquizofrenia - 20/03/2001 19h32', 'Um gene responsável pela esquizofrenia catatônica, uma das quatro formas da doença, foi identificado pela primeira vez por um grupo de cientistas alemães', 'Levando em conta todas suas formas, a esquizofrenia afeta cerca de um por cento da população.', 'Os profissionais alemães descobriram uma mutação genética no cromossomo 22 de uma numerosa família cujo nome não foi revelado. Encontraram a anomalia em sete pessoas desta família, já afetadas de esquizofrenia.', 'A esquizofrenia catatônica se caracteriza pela ruptura do contato com a realidade, delírio e introspecção. As pesquisas foram realizadas no cromossomo 22, no qual estudos anteriores já haviam localizado anomalias genética.', 'A origem genética da esquizofrenia foi confirmada pela primeira vez há pouco mais de dois anos, depois de uma ampla pesquisa estatística realizada pelo Instituto John Hopkins, dos EUA.', 'De qualquer forma, Ann Pulver, principal responsável pelo estudo que envolveu durante 15 anos mil pessoas de mais de 100 famílias, estimava que genes localizados nos cromossomos 8 e 22 poderiam estar envolvidos na esquizofrenia.']","['folha online ciência cientistas alemães descobrem gene esquizofrenia', 'gene responsável esquizofrenia catatônica formas doença identificado cientistas alemães', 'levando conta formas esquizofrenia afeta cerca população', 'profissionais alemães descobriram mutação genética cromossomo numerosa família nome revelado encontraram anomalia pessoas família afetadas esquizofrenia', 'esquizofrenia catatônica caracteriza ruptura contato realidade delírio introspecção pesquisas realizadas cromossomo estudos anteriores haviam localizado anomalias genética', 'origem genética esquizofrenia confirmada há anos ampla pesquisa estatística realizada instituto john hopkins eua', 'ann pulver principal responsável estudo envolveu durante anos pessoas famílias estimava genes localizados cromossomos poderiam envolvidos esquizofrenia']"
Folha de S. Paulo,Ciência,2001-03-21,Alemães encontram gene ligado à esquizofrenia,https://www1.folha.uol.com.br/fsp/ciencia/fe2103200105.htm,0,"['Folha de S.Paulo - Genética: Alemães encontram gene ligado à esquizofrenia - 21/03/2001', 'Um gene relacionado com uma forma de esquizofrenia hereditária foi identificado por uma equipe da universidade alemã de Würzburg. O gene, batizado de WKL1, foi localizado no cromossomo 22.']","['folha genética alemães encontram gene esquizofrenia', 'gene relacionado esquizofrenia hereditária identificado equipe universidade alemã würzburg gene batizado localizado cromossomo']"
Folha de S. Paulo,+mais!,2001-03-25,A morte do determinismo,https://www1.folha.uol.com.br/fsp/mais/fs2503200110.htm,0,"['Muito antes de sermos informados de que não havia genes em número suficiente para sustentar a visão determinista da genética, muitos cientistas haviam concluído que não existiam explicações simplistas para doenças baseadas em genes, porque as ações de cada gene são afetadas e modificadas por diversos outros genes. A conexão entre genes e doenças se torna ainda mais tênue quando se trata de coisas como câncer, moléstias cardíacas, diabetes, esquizofrenia, inteligência, abuso de álcool e comportamento criminoso, para as quais os fatores ambientais e sociais cada vez mais parecem preponderantes.']",['sermos informados havia genes suficiente sustentar visão determinista genética cientistas haviam concluído existiam explicações simplistas doenças baseadas genes ações gene afetadas modificadas diversos genes conexão genes doenças torna tênue trata coisas câncer moléstias cardíacas diabetes esquizofrenia inteligência abuso álcool comportamento criminoso fatores ambientais sociais parecem preponderantes']
Folha de S. Paulo,Ilustrada,2001-03-29,Acre leva ao palco delírio da doméstica Stella do Patrocínio,http://www1.folha.uol.com.br/fsp/ilustrad/fq2903200109.htm,0,"['Gravados em meados dos anos 80, os depoimentos da doméstica -internada sob diagnóstico de esquizofrenia e personalidade psicopática- foram adaptados para o palco no monólogo ""Stella do Patrocínio"", de Rio Branco (AC), que estréia hoje na programação do Fringe, a mostra paralela do Festival de Teatro de Curitiba, que vai até domingo.']",['gravados meados anos depoimentos doméstica diagnóstico esquizofrenia personalidade adaptados palco monólogo stella patrocínio rio branco ac estréia hoje programação fringe mostra paralela festival teatro curitiba domingo']
Folha de S. Paulo,Ilustrada,2001-07-04,Discovery Health celebra o Dia Mundial da Saúde,http://www1.folha.uol.com.br/fsp/ilustrad/fq0704200102.htm,0,"['Instituída pela Organização Mundial da Saúde em 1948, a data será lembrada pelo canal com dois episódios da série ""O Diário da Saúde"", que vão ao ar às 20h. Eles abordam doenças que atacam o sistema nervoso, como a esquizofrenia e o mal de Alzheimer.']",['instituída organização mundial saúde data será lembrada canal episódios série diário saúde ar abordam doenças atacam nervoso esquizofrenia alzheimer']
Folha de S. Paulo,+mais!,2001-08-04,O discurso da loucura,http://www1.folha.uol.com.br/fsp/mais/fs0804200111.htm,0,"['""Ler o Delírio"", que acaba de sair na França, faz um estudo contundente sobre o tratamento da esquizofrenia no século 19, que opôs escritores como Balzac aos médicos alienistas', 'Apenas os escritores demonstraram ousadia suficiente para sair vitoriosos desse temível combate que a ciência travava consigo mesma. E é a Balzac (1799-1850), mais que a Esquirol, que cabe o mérito de ter descrito, em ""Louis Lambert"", o mais belo caso de loucura jamais imaginado pelos médicos. Não contente em lhe dar uma aula de ciência, utilizando suas descobertas e seu estilo, o escritor soube construir seu romance ao mesmo tempo como autobiografia iniciática e como descrição clínica. Compreende-se, assim, por que, no século 20, num brilhante comentário sobre esse texto admirável, alguns psiquiatras tenham dado razão ao homem de letras em desfavor ao alienista. Eles fizeram de Balzac, antes de Eugen Bleuler, o criador da primeira descrição prática e teórica de um caso de esquizofrenia.']","['ler delírio acaba sair frança estudo contundente tratamento esquizofrenia século opôs escritores balzac médicos alienistas', 'escritores demonstraram ousadia suficiente sair vitoriosos temível combate ciência travava consigo mesma balzac esquirol cabe mérito descrito louis lambert belo caso loucura jamais imaginado médicos contente aula ciência utilizando descobertas estilo escritor soube construir romance autobiografia iniciática descrição clínica século brilhante comentário texto admirável psiquiatras tenham dado razão homem letras desfavor alienista fizeram balzac eugen bleuler criador descrição prática teórica caso esquizofrenia']"
Folha de S. Paulo,Ciência,2001-10-04,"Vírus pode agravar esquizofrenia, dizem pesquisadores",http://www1.folha.uol.com.br/folha/ciencia/ult306u3264.shtml,0,"['Folha Online - Ciência - Vírus pode agravar esquizofrenia, dizem pesquisadores - 10/04/2001 19h21', 'Um grupo de cientistas revelou hoje ter encontrado trechos do código genético de algum tipo de vírus em partes do sistema nervoso de esquizofrênicos.', 'Uma equipe da Faculdade de Medicina Johns Hopkins, liderada pelo médico Robert Yolken, examinou um grupo de 35 alemães portadores de esquizofrenia.', 'As ""pistas moleculares"" de um retrovírus foram encontradas no liquor (líquido cérebro-espinal) de 29% dos pacientes com ocorrência aguda da doença. Entre os pacientes com a forma crônica da esquizofrenia, a incidência dos genes foi menor, de 7%.', '""Até agora, ainda não sabemos se o vírus é a causa da esquizofrenia em algumas pessoas ou se ele é ativado durante o processo"", disse Yolken.', 'A esquizofrenia ocorre hoje com maior ou menor intensidade em cerca de 1% da população. As vítimas do mal perdem o contato com a realidade, sofrem alucinações e têm comportamento estranho.']","['folha online ciência vírus agravar esquizofrenia pesquisadores', 'cientistas revelou hoje encontrado trechos código genético algum vírus partes nervoso esquizofrênicos', 'equipe faculdade medicina johns hopkins liderada médico robert yolken examinou alemães portadores esquizofrenia', 'pistas moleculares retrovírus encontradas liquor líquido pacientes ocorrência aguda doença pacientes crônica esquizofrenia incidência genes', 'sabemos vírus causa esquizofrenia pessoas ativado durante processo disse yolken', 'esquizofrenia ocorre hoje intensidade cerca população vítimas perdem contato realidade sofrem alucinações comportamento estranho']"
Folha de S. Paulo,Ciência,2001-11-04,Estudo relaciona esquizofrenia com vírus,http://www1.folha.uol.com.br/fsp/ciencia/fe1104200101.htm,0,"['Folha de S.Paulo - Neurologia: Estudo relaciona esquizofrenia com vírus - 11/04/2001', 'Fragmentos semelhantes a genes de vírus foram encontrados no fluido cerebrospinal (líquido do encéfalo e da medula espinhal) e no tecido cerebral de pacientes com esquizofrenia, revela estudo publicado na edição desta semana da revista da Academia Nacional de Ciências dos EUA, a ""PNAS"" (www.pnas.org).', 'Esquizofrenia é o nome geral de um grupo de desordens psicóticas caracterizadas por delírios e alucinações. Mudanças no funcionamento do cérebro também foram identificadas, mas suas causas permanecem desconhecidas.', 'Um grupo de cientistas liderados por integrantes da Escola de Medicina da Universidade Johns Hopkins (EUA) examinou 35 pacientes alemães diagnosticados como esquizofrênicos.', 'Eles encontraram a impressão digital molecular de retrovírus (leia texto à direita) no fluido cerebrospinal de 29% dos pacientes diagnosticados com esquizofrenia aguda. Também foram encontrados vírus em 7% dos pacientes que apresentavam uma forma crônica da doença.', '""Os resultados sugerem que os vírus estejam envolvidos no processo"", disse Robert Yolken, coordenador do estudo. ""Não sabemos dizer, no entanto, se o vírus é a causa de alguns dos casos de esquizofrenia, ou se ele é (apenas) ativado durante o processo.""', 'Basicamente, os cientistas encontraram o vírus na cena do crime, mas ainda precisam trabalhar muito para saber se ele é o criminoso, ou apenas um espectador inocente. Se os vírus forem a causa da esquizofrenia, Yolken afirmou que terapias antivirais poderiam funcionar no tratamento da desordem, que atinge 1% das pessoas no mundo.', 'Os pesquisadores dizem que a maior frequência de genes retrovirais encontrados em pacientes recém-diagnosticados com esquizofrenia (e não naqueles com a doença crônica) indica que a ativação desses genes pode contribuir para o surgimento e a progressão inicial da doença em alguns desses indivíduos.', 'Pesquisas anteriores já haviam sugerido que a ativação de vírus e o surgimento de certos tipos de esquizofrenia são causados tanto por fatores genéticos quanto ambientais. O novo estudo aponta para os retrovírus do tipo Herv-W como candidatos principais no quesito componente ambiental de alguns casos de esquizofrenia.', 'Yolken afirmou que está projetando uma série de testes clínicos, para vários estágios da doença, com o objetivo de verificar se medicamentos antivirais poderiam alterar o curso da esquizofrenia.', 'Em outro estudo, publicado na mesma edição da ""PNAS"", cientistas alemães encontraram cinco genes associados com a formação e a manutenção da bainha de mielina (capa que envolve os nervos e é fundamental para a transmissão de sinal ao longo das fibras nervosas). Esses genes, dizem os pesquisadores, costumam estar desligados nos pacientes esquizofrênicos. Os resultados sugerem falhas funcionais específicas que causariam a doença.']","['folha neurologia estudo relaciona esquizofrenia vírus', 'fragmentos semelhantes genes vírus encontrados fluido cerebrospinal líquido encéfalo medula espinhal tecido cerebral pacientes esquizofrenia revela estudo publicado edição semana revista academia nacional ciências eua pnas', 'esquizofrenia nome desordens psicóticas caracterizadas delírios alucinações mudanças funcionamento cérebro identificadas causas permanecem desconhecidas', 'cientistas liderados integrantes escola medicina universidade johns hopkins eua examinou pacientes alemães diagnosticados esquizofrênicos', 'encontraram impressão digital molecular retrovírus leia texto fluido cerebrospinal pacientes diagnosticados esquizofrenia aguda encontrados vírus pacientes apresentavam crônica doença', 'resultados sugerem vírus estejam envolvidos processo disse robert yolken coordenador estudo sabemos entanto vírus causa casos esquizofrenia ativado durante processo', 'basicamente cientistas encontraram vírus cena crime precisam trabalhar criminoso espectador inocente vírus forem causa esquizofrenia yolken afirmou terapias antivirais poderiam funcionar tratamento desordem atinge pessoas mundo', 'pesquisadores frequência genes retrovirais encontrados pacientes esquizofrenia naqueles doença crônica indica ativação desses genes contribuir surgimento progressão inicial doença desses indivíduos', 'pesquisas anteriores haviam sugerido ativação vírus surgimento certos tipos esquizofrenia causados fatores genéticos ambientais estudo aponta retrovírus candidatos principais quesito componente ambiental casos esquizofrenia', 'yolken afirmou projetando série testes clínicos estágios doença objetivo verificar medicamentos antivirais poderiam alterar curso esquizofrenia', 'outro estudo publicado mesma edição pnas cientistas alemães encontraram genes associados formação manutenção bainha mielina capa envolve nervos fundamental transmissão sinal longo fibras nervosas genes pesquisadores costumam desligados pacientes esquizofrênicos resultados sugerem falhas funcionais específicas causariam doença']"
Folha de S. Paulo,Ciência,2001-04-25,Federal de Pernambuco promove simpósio sobre cérebro,http://www1.folha.uol.com.br/folha/ciencia/ult306u3428.shtml,0,"['O evento, que promoverá mesas redondas e palestras de especialistas de todo país, vai discutir informações em neurociências; cérebro e esquizofrenia; mal de parkinson; neuropsicofarmacologia e imunidade.']",['evento promoverá mesas redondas palestras especialistas país discutir informações neurociências cérebro esquizofrenia parkinson neuropsicofarmacologia imunidade']
